model,model_paper,defense,defense_paper,metric,suite,value_pct,value_raw
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,asr,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,asr,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,camel,CaMeL,asr,dailylife,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,asr,overall,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,asr,github,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,camel,CaMeL,asr,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,asr,overall,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,asr,shopping,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,asr,github,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,camel,CaMeL,asr,dailylife,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,asr,overall,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,asr,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,asr,github,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,camel,CaMeL,asr,dailylife,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,asr,overall,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,asr,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,asr,github,0.0,0.00
qwen3-coder,Qwen3-Coder,camel,CaMeL,asr,dailylife,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,asr,overall,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,asr,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,asr,github,0.0,0.00
kimi-k2.5,Kimi-K2.5,camel,CaMeL,asr,dailylife,0.0,0.00
gpt-4o-mini,GPT-4o mini,progent,Progent,asr,overall,10.33,10.33
gpt-4o-mini,GPT-4o mini,progent,Progent,asr,shopping,3.33,3.33
gpt-4o-mini,GPT-4o mini,progent,Progent,asr,github,6.67,6.67
gpt-4o-mini,GPT-4o mini,progent,Progent,asr,dailylife,21.0,21.00
gpt-4o,GPT-4o,progent,Progent,asr,overall,1.69,1.69
gpt-4o,GPT-4o,progent,Progent,asr,shopping,0.56,0.56
gpt-4o,GPT-4o,progent,Progent,asr,github,0.0,0.00
gpt-4o,GPT-4o,progent,Progent,asr,dailylife,4.5,4.50
gpt-5.1,GPT-5.1,progent,Progent,asr,overall,1.22,1.22
gpt-5.1,GPT-5.1,progent,Progent,asr,shopping,0.56,0.56
gpt-5.1,GPT-5.1,progent,Progent,asr,github,1.11,1.11
gpt-5.1,GPT-5.1,progent,Progent,asr,dailylife,2.0,2.00
gpt-5-mini,GPT-5-mini,progent,Progent,asr,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,progent,Progent,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,progent,Progent,asr,github,0.0,0.00
gpt-5-mini,GPT-5-mini,progent,Progent,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,asr,overall,1.59,1.59
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,asr,shopping,1.11,1.11
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,asr,github,1.67,1.67
gemini-2.5-pro,Gemini-2.5 Pro,progent,Progent,asr,dailylife,2.0,2.00
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,asr,overall,2.24,2.24
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,asr,shopping,0.0,0.00
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,asr,github,2.22,2.22
gemini-2.5-flash,Gemini-2.5 Flash,progent,Progent,asr,dailylife,4.5,4.50
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,asr,overall,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,asr,shopping,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,asr,github,0.0,0.00
claude-sonnet-3.5,Claude-Sonnet-3.5,progent,Progent,asr,dailylife,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,asr,overall,0.19,0.19
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,asr,github,0.56,0.56
claude-sonnet-4.5,Claude-Sonnet-4.5,progent,Progent,asr,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,progent,Progent,asr,overall,13.59,13.59
qwen3-235b,Qwen3 235B-A22B,progent,Progent,asr,shopping,4.44,4.44
qwen3-235b,Qwen3 235B-A22B,progent,Progent,asr,github,8.33,8.33
qwen3-235b,Qwen3 235B-A22B,progent,Progent,asr,dailylife,28.0,28.00
llama-3.3-70b,Llama 3.3 70B,progent,Progent,asr,overall,0.52,0.52
llama-3.3-70b,Llama 3.3 70B,progent,Progent,asr,shopping,0.0,0.00
llama-3.3-70b,Llama 3.3 70B,progent,Progent,asr,github,0.56,0.56
llama-3.3-70b,Llama 3.3 70B,progent,Progent,asr,dailylife,1.0,1.00
qwen3-coder,Qwen3-Coder,progent,Progent,asr,overall,11.22,11.22
qwen3-coder,Qwen3-Coder,progent,Progent,asr,shopping,5.0,5.00
qwen3-coder,Qwen3-Coder,progent,Progent,asr,github,6.67,6.67
qwen3-coder,Qwen3-Coder,progent,Progent,asr,dailylife,22.0,22.00
kimi-k2.5,Kimi-K2.5,progent,Progent,asr,overall,0.19,0.19
kimi-k2.5,Kimi-K2.5,progent,Progent,asr,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,progent,Progent,asr,github,0.56,0.56
kimi-k2.5,Kimi-K2.5,progent,Progent,asr,dailylife,0.0,0.00
gpt-4o-mini,GPT-4o mini,drift,DRIFT,asr,overall,3.39,3.39
gpt-4o-mini,GPT-4o mini,drift,DRIFT,asr,shopping,1.11,1.11
gpt-4o-mini,GPT-4o mini,drift,DRIFT,asr,github,0.56,0.56
gpt-4o-mini,GPT-4o mini,drift,DRIFT,asr,dailylife,8.5,8.50
gpt-4o,GPT-4o,drift,DRIFT,asr,overall,0.83,0.83
gpt-4o,GPT-4o,drift,DRIFT,asr,shopping,0.0,0.00
gpt-4o,GPT-4o,drift,DRIFT,asr,github,0.0,0.00
gpt-4o,GPT-4o,drift,DRIFT,asr,dailylife,2.5,2.50
gpt-5.1,GPT-5.1,drift,DRIFT,asr,overall,0.0,0.00
gpt-5.1,GPT-5.1,drift,DRIFT,asr,shopping,0.0,0.00
gpt-5.1,GPT-5.1,drift,DRIFT,asr,github,0.0,0.00
gpt-5.1,GPT-5.1,drift,DRIFT,asr,dailylife,0.0,0.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,asr,overall,0.0,0.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,asr,shopping,0.0,0.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,asr,github,0.0,0.00
gpt-5-mini,GPT-5-mini,drift,DRIFT,asr,dailylife,0.0,0.00
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,asr,overall,1.09,1.09
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,asr,shopping,1.11,1.11
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,asr,github,1.67,1.67
gemini-2.5-pro,Gemini-2.5 Pro,drift,DRIFT,asr,dailylife,0.5,0.50
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,asr,overall,2.82,2.82
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,asr,shopping,3.89,3.89
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,asr,github,0.56,0.56
gemini-2.5-flash,Gemini-2.5 Flash,drift,DRIFT,asr,dailylife,4.0,4.00
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,asr,overall,3.09,3.09
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,asr,shopping,1.67,1.67
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,asr,github,1.11,1.11
claude-sonnet-3.5,Claude-Sonnet-3.5,drift,DRIFT,asr,dailylife,6.5,6.50
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,asr,overall,0.19,0.19
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,asr,shopping,0.0,0.00
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,asr,github,0.56,0.56
claude-sonnet-4.5,Claude-Sonnet-4.5,drift,DRIFT,asr,dailylife,0.0,0.00
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,asr,overall,9.07,9.07
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,asr,shopping,7.78,7.78
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,asr,github,4.44,4.44
qwen3-235b,Qwen3 235B-A22B,drift,DRIFT,asr,dailylife,15.0,15.00
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,asr,overall,5.89,5.89
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,asr,shopping,5.0,5.00
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,asr,github,1.67,1.67
llama-3.3-70b,Llama 3.3 70B,drift,DRIFT,asr,dailylife,11.0,11.00
qwen3-coder,Qwen3-Coder,drift,DRIFT,asr,overall,0.69,0.69
qwen3-coder,Qwen3-Coder,drift,DRIFT,asr,shopping,0.0,0.00
qwen3-coder,Qwen3-Coder,drift,DRIFT,asr,github,0.56,0.56
qwen3-coder,Qwen3-Coder,drift,DRIFT,asr,dailylife,1.5,1.50
kimi-k2.5,Kimi-K2.5,drift,DRIFT,asr,overall,0.0,0.00
kimi-k2.5,Kimi-K2.5,drift,DRIFT,asr,shopping,0.0,0.00
kimi-k2.5,Kimi-K2.5,drift,DRIFT,asr,github,0.0,0.00
kimi-k2.5,Kimi-K2.5,drift,DRIFT,asr,dailylife,0.0,0.00
